time(ms),vdd_arm voltage(V),vdd_arm current(mA),vdd_soc voltage(V),vdd_soc current(mA),lpd5_vddq voltage(V),lpd5_vddq current(mA),lpd5_vdd2 voltage(V),lpd5_vdd2 current(mA),lpd5_vdd1 voltage(V),lpd5_vdd1 current(mA),vdd_ddr voltage(V),vdd_ddr current(mA),vddq_ddr voltage(V),vddq_ddr current(mA),vdd2_ddr voltage(V),vdd2_ddr current(mA),nvcc_sdio2 voltage(V),nvcc_sdio2 current(mA),nvcc_3v3 voltage(V),nvcc_3v3 current(mA),vdd_usb_3v3 voltage(V),vdd_usb_3v3 current(mA),vdd_ana_0v8 voltage(V),vdd_ana_0v8 current(mA),vdd_ana_1v8 voltage(V),vdd_ana_1v8 current(mA),nvcc_enet_ccm voltage(V),nvcc_enet_ccm current(mA),nvcc_wakeup voltage(V),nvcc_wakeup current(mA),nvcc_bbsm_1v8 voltage(V),nvcc_bbsm_1v8 current(mA),GROUP_SOC Power(mW),GROUP_SOC_FULL Power(mW),GROUP_DRAM Power(mW)
574,0.825360,67.138672,0.822565,430.908203,0.501875,8.544922,1.048930,40.283203,1.792276,1.800537,0.834293,68.054199,0.496568,2.136230,1.040436,0.427246,3.284672,0.457764,3.292158,3.723145,3.278953,19.294739,0.833692,128.173828,1.789365,92.163086,1.787918,1.953125,1.791952,0.671387,1.785443,0.120544,803.398722,821.854627,49.769788
582,0.821485,61.035156,0.819379,482.177734,0.500377,11.901855,1.045927,47.607422,1.797183,1.739502,0.837748,64.392090,0.498976,5.493164,1.045750,0.659180,3.283726,0.152588,3.289662,4.272461,3.281984,19.042969,0.833637,133.666992,1.786911,92.407227,1.795322,1.159668,1.792990,0.061035,1.793381,0.108032,841.846067,858.593489,58.875487
589,0.820117,41.503906,0.819410,476.074219,0.501399,7.324219,1.046998,38.146973,1.795557,2.143860,0.838776,59.204102,0.500926,5.798340,1.046308,0.378418,3.282213,0.640869,3.290153,4.241943,3.281929,19.180298,0.832718,127.868652,1.788376,92.407227,1.794684,2.655029,1.790405,1.495361,1.791150,0.135803,812.026340,835.528693,47.461576
596,0.814127,67.749023,0.810657,468.750000,0.496004,9.765625,1.040558,47.302246,1.796576,6.919861,0.836405,52.185059,0.501912,4.882812,1.042411,0.341797,3.290123,-0.335693,3.290752,3.143311,3.286238,19.393921,0.834665,128.479004,1.789883,91.552734,1.795724,2.014160,1.792923,0.732422,1.789950,0.109253,816.640912,830.810346,66.496595
603,0.818552,61.645508,0.815952,484.008789,0.496968,10.986328,1.044544,39.367676,1.798276,1.449585,0.838975,39.367676,0.504808,8.239746,1.047333,0.183105,3.282722,0.427246,3.285283,4.119873,3.277971,19.309998,0.831205,132.751465,1.786963,91.369629,1.788916,1.739502,1.792029,-0.091553,1.789432,0.112305,819.883980,837.769215,49.187883
610,0.815512,83.618164,0.817121,445.556641,0.499907,10.070801,1.041550,45.776367,1.791586,3.524780,0.834998,46.386719,0.496986,9.155273,1.043363,0.439453,3.285716,-0.213623,3.289668,4.211426,3.279738,19.775391,0.832218,129.089355,1.791327,91.979980,1.795645,2.807617,1.793387,0.976562,1.791605,0.285645,813.573094,833.518220,59.027801
618,0.818473,77.514648,0.811823,430.908203,0.497493,7.324219,1.043647,31.433105,1.796316,1.464844,0.836445,48.217773,0.500948,3.662109,1.045832,0.329590,3.289622,-0.213623,3.285817,3.662109,3.280730,19.737244,0.836579,132.446289,1.785010,91.369629,1.795709,2.166748,1.793896,0.762939,1.787976,0.111389,794.624565,811.214330,39.080134
625,0.821903,75.073242,0.816022,469.970703,0.499464,5.493164,1.045048,37.841797,1.795019,2.265930,0.834989,47.302246,0.499937,7.019043,1.045347,0.317383,3.288594,0.305176,3.284828,3.784180,3.282704,19.683838,0.832670,132.751465,1.782535,92.041016,1.788931,1.586914,1.791556,-0.244141,1.788971,0.109558,827.963667,843.799134,46.357511
632,0.816486,84.228516,0.817987,467.529297,0.495601,1.220703,1.041746,26.245117,1.788672,2.265930,0.831662,38.146973,0.498979,5.187988,1.044480,-0.122070,3.288133,0.030518,3.293706,2.899170,3.279893,19.386292,0.832194,131.530762,1.786499,90.881348,1.792264,2.441406,1.795358,0.793457,1.787317,0.128479,821.024128,836.473670,31.998723
640,0.814505,89.721680,0.817539,459.594727,0.497459,10.681152,1.038639,43.945312,1.797357,2.525330,0.838672,69.580078,0.502858,7.934570,1.046372,0.122070,3.284215,0.152588,3.290282,2.960205,3.281850,19.378662,0.828772,131.835938,1.791870,90.881348,1.794360,1.007080,1.795453,-0.152588,1.793848,0.110168,847.192903,858.967042,55.495670
647,0.823838,78.735352,0.820392,474.853516,0.501881,7.934570,1.046644,24.719238,1.795273,1.632690,0.833750,73.547363,0.500877,10.681152,1.044932,0.024414,3.292485,0.457764,3.288713,3.997803,3.283671,19.706726,0.836078,133.666992,1.787979,90.576172,1.795160,2.777100,1.796768,1.342773,1.791461,0.153503,859.816626,881.869422,32.785575
654,0.819477,72.021484,0.817014,466.918945,0.494069,7.934570,1.042872,60.119629,1.797412,2.388000,0.838230,65.002441,0.503322,10.375977,1.045457,-0.122070,3.292436,0.946045,3.293031,4.760742,3.283150,19.790649,0.841447,133.972168,1.788449,90.942383,1.791745,2.746582,1.795804,1.220703,1.790906,0.111389,840.632381,866.537764,70.909508
662,0.822843,82.397461,0.822113,423.583984,0.501353,11.901855,1.043568,39.367676,1.793506,2.388000,0.839414,44.250488,0.499925,8.239746,1.042466,0.122070,3.286174,0.091553,3.287251,3.967285,3.282753,19.561768,0.836561,134.277344,1.788379,92.346191,1.790393,1.617432,1.789569,0.091553,1.789139,0.239258,799.550845,815.952843,51.332759
670,0.816306,120.239258,0.815714,433.959961,0.494044,10.375977,1.044068,38.146973,1.793344,1.571655,0.836939,47.607422,0.497502,6.408691,1.046912,-0.085449,3.288118,0.183105,3.287263,3.845215,3.278959,19.279480,0.832670,132.751465,1.794260,91.918945,1.795245,1.922607,1.797311,0.793457,1.792371,0.111389,833.963354,852.083302,47.772748
677,0.817453,86.059570,0.818460,470.581055,0.498436,10.681152,1.045002,42.419434,1.794797,1.602173,0.837781,61.035156,0.498982,4.882812,1.044321,0.512695,3.287156,0.030518,3.288734,3.784180,3.281148,19.912720,0.835163,127.563477,1.786941,91.796875,1.799670,1.617432,1.798355,0.122070,1.797259,0.110779,845.715198,861.391045,52.527834
684,0.816120,59.814453,0.813578,470.581055,0.495442,17.089844,1.042185,31.127930,1.790741,9.300232,0.837159,74.462891,0.496968,10.986328,1.042509,-0.048828,3.287602,0.457764,3.290135,4.425049,3.280192,19.859314,0.833646,132.751465,1.788431,91.308594,1.794159,3.021240,1.794812,1.373291,1.792297,0.167542,838.825621,862.774958,57.562399
692,0.817469,83.007812,0.817939,477.294922,0.502428,2.136230,1.043702,25.939941,1.788077,12.298584,0.834324,65.002441,0.497957,9.765625,1.044379,0.280762,3.291029,0.366211,3.290669,3.967285,3.280009,19.096375,0.834656,129.394531,1.788422,91.491699,1.792782,2.136230,1.793405,0.793457,1.793887,0.106201,852.095828,871.608848,50.137677
699,0.821540,50.048828,0.820481,457.153320,0.500475,2.136230,1.048515,32.958984,1.793555,2.265930,0.836747,66.833496,0.500462,3.356934,1.045359,0.268555,3.290098,-0.091553,3.289793,2.960205,3.284224,19.546509,0.835599,132.751465,1.778586,92.895508,1.791690,3.295898,1.792358,1.495361,1.788031,0.154724,814.707441,832.730138,39.691173
708,0.815497,86.669922,0.815927,488.891602,0.495558,5.493164,1.043088,38.452148,1.792615,2.174377,0.835044,41.809082,0.496483,10.681152,1.043445,0.109863,3.289131,-0.183105,3.292183,3.479004,3.282823,19.386292,0.837046,134.582520,1.790851,91.735840,1.793793,1.800537,1.793951,0.213623,1.794846,0.108032,850.681792,865.146071,46.728994
715,0.817978,78.735352,0.816065,461.425781,0.500462,3.356934,1.039249,31.738281,1.790365,2.914429,0.832401,61.950684,0.496513,7.629395,1.040366,0.708008,3.284715,0.030518,3.292250,2.807617,3.279817,19.577026,0.832181,132.751465,1.790381,91.369629,1.795175,2.624512,1.792410,0.976562,1.790329,0.266724,835.795904,851.601381,39.881897
723,0.821906,74.462891,0.821585,431.518555,0.498003,5.187988,1.048954,37.841797,1.796829,1.403809,0.833079,43.029785,0.495512,10.070801,1.041987,0.085449,3.283220,0.335693,3.285686,4.974365,3.281196,19.790649,0.833140,134.582520,1.789911,91.003418,1.796759,1.434326,1.795398,0.396729,1.794766,0.115967,796.816446,817.552225,44.800340
730,0.820310,100.708008,0.819721,511.474609,0.501366,10.681152,1.046928,45.166016,1.795315,1.525879,0.833518,47.912598,0.498006,4.882812,1.040433,0.439453,3.292540,-0.091553,3.292692,3.265381,3.287804,19.142151,0.841465,132.141113,1.787970,90.759277,1.791824,1.953125,1.794903,0.457764,1.787991,0.109863,881.302065,896.073817,55.380146
737,0.817520,72.631836,0.813327,422.973633,0.495033,9.155273,1.036329,30.822754,1.793536,2.311707,0.837183,72.021484,0.500899,8.544922,1.046900,-0.036621,3.292531,0.000000,3.289796,2.929688,3.286824,19.149780,0.833683,129.089355,1.786456,91.735840,1.795193,2.441406,1.795837,0.885010,1.794562,0.136414,802.619363,818.229568,40.620798
744,0.817548,67.138672,0.818680,426.635742,0.500935,4.882812,1.043153,32.043457,1.793780,1.701355,0.837842,54.931641,0.498997,3.356934,1.046259,0.573730,3.287593,0.549316,3.289607,4.821777,3.283906,19.119263,0.833133,135.192871,1.786917,92.285156,1.791217,3.143311,1.790365,1.892090,1.790372,0.115967,792.999822,819.685387,38.924044
751,0.814685,53.710938,0.814627,455.932617,0.496040,6.103516,1.042661,32.348633,1.791455,1.411438,0.834510,46.386719,0.496519,7.019043,1.044913,0.097656,3.289525,0.762939,3.290138,4.394531,3.281807,19.485474,0.836567,133.666992,1.785980,91.491699,1.791806,2.136230,1.796359,0.549316,1.787549,0.154114,796.916746,818.699549,39.284781
759,0.826264,81.787109,0.824009,435.180664,0.501366,10.681152,1.051301,47.302246,1.794220,1.823425,0.836686,72.937012,0.498421,12.207031,1.042951,0.134277,3.291048,0.183105,3.291640,4.028320,3.280937,19.218445,0.838050,131.835938,1.789410,91.247559,1.795776,1.495361,1.793024,-0.274658,1.793375,0.108643,830.433733,846.488987,58.355680
766,0.820340,94.604492,0.816986,472.412109,0.499425,9.460449,1.043568,39.367676,1.790576,2.388000,0.836243,68.359375,0.495518,9.460449,1.039417,0.598145,3.289644,-0.427246,3.293193,3.143311,3.281877,19.309998,0.837559,132.141113,1.789920,90.820312,1.788519,0.823975,1.793463,0.213623,1.796600,0.176697,862.964251,873.767111,50.083508
773,0.817475,81.787109,0.815119,455.322266,0.498491,5.187988,1.040165,37.841797,1.791620,2.220154,0.836249,67.749023,0.495036,8.850098,1.041425,0.378418,3.288521,1.037598,3.295973,4.638672,3.283223,19.607544,0.837543,133.666992,1.787961,90.942383,1.798697,1.586914,1.794907,0.427246,1.794315,0.112305,838.561607,860.883950,45.925541
780,0.815506,84.838867,0.811225,452.880859,0.493550,10.986328,1.038044,103.454590,1.791229,14.183044,0.834302,213.623047,0.496040,6.103516,1.043052,-0.268555,3.288649,-0.244141,3.284425,2.929688,3.275502,19.378662,0.829297,128.173828,1.790869,91.369629,1.793323,1.617432,1.793454,0.305176,1.793375,0.108643,951.143317,963.410659,138.217782
788,0.818091,56.152344,0.819901,475.463867,0.499922,8.544922,1.042332,65.307617,1.791669,8.201599,0.831717,179.138184,0.496535,5.493164,1.040940,0.366211,3.290071,0.183105,3.291286,2.685547,3.286348,19.119263,0.838059,130.920410,1.787927,91.613770,1.794794,1.556396,1.792444,0.640869,1.796207,0.118408,924.435078,937.818542,87.038536
796,0.816123,59.204102,0.818869,486.450195,0.502345,10.375977,1.041965,101.928711,1.793799,7.759094,0.836136,225.524902,0.495543,7.019043,1.043546,-0.292969,3.288646,-0.213623,3.285451,2.441406,3.283296,19.424438,0.835587,133.972168,1.791376,91.003418,1.796762,1.403809,1.794452,0.091553,1.797266,0.110168,977.339974,987.345160,125.336765
803,0.816956,87.890625,0.812308,431.518555,0.496040,6.103516,1.035798,83.923340,1.790250,6.866455,0.833826,65.917969,0.496547,4.272461,1.041563,-0.170898,3.288042,0.946045,3.287712,4.241943,3.284798,19.332886,0.835135,130.310059,1.789453,90.393066,1.794250,2.105713,1.794852,0.976562,1.791522,0.147400,813.585703,836.173586,102.247858
811,0.822330,87.280273,0.825223,485.229492,0.507298,3.356934,1.048478,36.621094,1.798502,3.326416,0.836115,130.004883,0.500404,9.155273,1.043073,-0.354004,3.284715,0.030518,3.288215,4.089355,3.283143,19.805908,0.835612,131.530762,1.791357,91.369629,1.794232,2.288818,1.793878,0.946045,1.789972,0.107117,923.908608,943.259292,46.081940
818,0.815125,63.476562,0.819431,471.801758,0.498924,10.681152,1.046540,35.095215,1.798514,2.075195,0.839139,71.716309,0.501363,10.986328,1.043522,-0.195312,3.285115,0.915527,3.286662,4.974365,3.280678,19.866943,0.832679,131.835938,1.783594,90.393066,1.792264,2.441406,1.790945,0.976562,1.788009,0.108032,840.206219,865.687503,45.789900
826,0.816974,84.228516,0.817395,488.281250,0.498857,17.395020,1.039069,49.743652,1.788342,3.089905,0.830161,41.809082,0.496547,4.272461,1.040943,0.354004,3.285676,0.183105,3.285280,4.150391,3.284642,19.721985,0.838547,130.920410,1.784036,91.308594,1.789377,2.014160,1.787573,0.518799,1.789810,0.123291,842.810689,861.578990,65.890533
833,0.819867,91.552734,0.815897,494.995117,0.500914,7.019043,1.044135,31.433105,1.795596,2.044678,0.837757,63.476562,0.504265,13.732910,1.046766,0.500488,3.292540,-0.091553,3.290782,2.838135,3.286305,19.226074,0.839054,129.089355,1.787369,93.017578,1.795355,0.823975,1.792517,-0.091553,1.793326,0.113525,877.508886,887.862345,40.007765
840,0.815106,67.138672,0.817417,484.008789,0.496980,9.765625,1.039689,36.621094,1.798862,1.205444,0.841434,37.536621,0.499925,8.239746,1.046329,0.292969,3.281324,-0.244141,3.285414,2.807617,3.283327,19.348145,0.837086,130.615234,1.789902,91.186523,1.798602,2.532959,1.792404,1.037598,1.793710,0.123901,822.671979,837.510639,45.096288
848,0.815091,70.190430,0.815949,484.619141,0.498442,10.070801,1.039677,135.498047,1.789950,3.952026,0.832978,53.100586,0.494572,6.408691,1.040928,0.415039,3.286134,0.488281,3.289198,4.028320,3.280787,19.592285,0.832203,130.615234,1.786957,91.491699,1.790985,0.579834,1.793512,-0.274658,1.792834,0.113831,837.141437,852.541809,152.967781
855,0.824982,45.166016,0.819959,463.867188,0.502849,8.850098,1.045411,50.354004,1.789776,1.945496,0.832816,69.274902,0.495061,6.408691,1.039628,-0.244141,3.283275,-0.213623,3.289271,3.295898,3.276408,19.554138,0.832212,129.699707,1.786948,91.674805,1.797134,2.563477,1.796832,0.701904,1.794629,0.129700,814.281072,830.288909,60.572886
863,0.822403,72.631836,0.819986,458.374023,0.503798,11.596680,1.048490,35.400391,1.791421,1.495361,0.837015,39.978027,0.497972,8.239746,1.045887,0.109863,3.290571,0.061035,3.289229,3.723145,3.283223,19.607544,0.835584,134.277344,1.791852,91.247559,1.793799,1.739502,1.793945,0.274658,1.794827,0.109863,813.548599,829.608752,45.638166
870,0.825724,92.163086,0.821747,496.826172,0.499409,10.986328,1.047861,49.438477,1.795578,2.090454,0.841636,66.223145,0.497990,6.408691,1.048286,0.280762,3.288069,0.671387,3.293013,4.943848,3.283287,19.447327,0.836100,131.530762,1.788919,91.308594,1.794177,2.838135,1.794330,1.312256,1.794281,0.164490,881.051122,906.985579,61.044924
877,0.821308,96.435547,0.818854,489.501953,0.497459,10.681152,1.040525,50.659180,1.800107,1.754761,0.839185,67.138672,0.502376,7.324219,1.049711,0.439453,3.287141,0.183105,3.290672,3.936768,3.283653,19.752502,0.833185,130.004883,1.793829,90.759277,1.794665,2.838135,1.795306,1.312256,1.793365,0.109558,876.698179,897.704087,61.184335
886,0.820798,100.708008,0.818064,452.270508,0.501839,12.207031,1.044981,44.555664,1.794800,1.594543,0.840714,60.729980,0.500883,10.070801,1.048228,0.512695,3.287620,0.274658,3.284755,4.516602,3.276652,18.943787,0.829746,132.141113,1.788940,90.881348,1.790900,1.434326,1.794440,0.213623,1.789938,0.110474,843.780083,862.471051,55.547649
893,0.824225,98.876953,0.821921,462.036133,0.501903,5.798340,1.047480,38.757324,1.797305,1.434326,0.835108,35.400391,0.500865,11.901855,1.043928,0.134277,3.290028,0.610352,3.290611,4.547119,3.284291,19.378662,0.838038,133.056641,1.793332,90.942383,1.792853,1.434326,1.795404,0.335693,1.789374,0.166931,835.458920,855.604035,46.085646
901,0.813077,82.397461,0.815705,435.791016,0.499953,5.493164,1.038795,28.381348,1.792856,4.013062,0.838145,73.547363,0.496980,9.765625,1.043470,0.012207,3.289070,0.427246,3.292534,4.852295,3.281914,19.218445,0.831229,130.310059,1.786493,91.003418,1.791202,3.295898,1.794311,1.495361,1.791324,0.118408,823.161452,849.129802,39.423552
908,0.815131,62.255859,0.810620,476.074219,0.495036,8.850098,1.038206,38.452148,1.790750,1.953125,0.832615,235.900879,0.497423,14.343262,1.041016,0.061035,3.290575,0.030518,3.294725,2.471924,3.276970,19.371033,0.840989,130.920410,1.789883,91.552734,1.793701,2.716064,1.794385,0.762939,1.792114,0.185852,978.057509,992.543053,47.799911
915,0.820493,64.086914,0.818921,476.074219,0.498451,9.155273,1.044080,36.926270,1.796143,1.899719,0.838605,222.778320,0.498051,0.305176,1.043354,0.476074,3.283253,0.000000,3.284956,2.502441,3.277443,19.409180,0.827802,131.225586,1.790396,91.064453,1.797256,1.342773,1.793988,-0.152588,1.794815,0.111084,965.404021,975.763999,46.529613
923,0.819016,66.528320,0.815027,473.632812,0.499953,5.493164,1.046448,44.250488,1.794040,2.273560,0.831525,100.708008,0.497966,8.850098,1.041566,-0.183105,3.286622,0.488281,3.288161,4.638672,3.282347,19.355774,0.835126,131.225586,1.788971,90.270996,1.795828,0.976562,1.796408,0.061035,1.792538,0.289917,863.603076,882.323952,53.131034
930,0.820978,64.697266,0.818338,494.995117,0.504753,13.732910,1.044520,41.809082,1.794531,2.265930,0.834470,50.354004,0.497505,6.103516,1.043958,0.012207,3.287575,0.732422,3.293028,4.791260,3.287001,19.927979,0.833661,131.225586,1.789398,91.491699,1.788498,1.037598,1.789584,-0.061035,1.791846,0.115051,842.078923,862.011082,54.668424
938,0.818643,140.991211,0.819333,491.333008,0.498436,10.681152,1.044114,33.569336,1.795154,1.930237,0.840406,42.724609,0.498894,13.732910,1.045368,0.231934,3.291966,0.762939,3.289091,5.096436,3.286223,19.432068,0.840476,133.361816,1.787439,91.613770,1.793777,1.953125,1.795349,0.885010,1.792883,0.108948,900.881587,925.248172,43.839150
945,0.820832,93.994141,0.820902,470.581055,0.502324,12.512207,1.044947,47.912598,1.790466,1.441956,0.835773,66.528320,0.495064,6.103516,1.042899,0.341797,3.290599,-0.213623,3.291759,2.838135,3.281331,19.454956,0.838026,134.277344,1.788898,91.735840,1.792422,0.854492,1.792987,0.091553,1.795642,0.126038,863.133225,873.468495,58.933078
952,0.817920,90.332031,0.818814,497.436523,0.501399,7.324219,1.045560,35.400391,1.792981,1.258850,0.837272,63.171387,0.497996,5.798340,1.042860,0.500488,3.291545,0.091553,3.293596,3.997803,3.281251,19.653320,0.837122,126.953125,1.787918,91.796875,1.795718,2.075195,1.798282,0.854492,1.793384,0.107727,872.574932,891.306512,42.942698
960,0.815012,86.059570,0.811374,422.973633,0.496544,4.577637,1.040186,35.705566,1.792557,2.319336,0.832407,207.824707,0.493620,3.967285,1.038987,0.366211,3.289552,0.488281,3.297417,4.852295,3.280235,19.752502,0.832215,129.394531,1.783960,92.834473,1.791293,2.380371,1.789520,0.579834,1.788635,0.143127,927.008886,949.916718,43.570975
967,0.816989,81.176758,0.813529,480.346680,0.496535,5.493164,1.041450,55.847168,1.794113,2.090454,0.835978,46.081543,0.499373,14.648438,1.039588,-0.085449,3.286644,0.274658,3.289735,3.540039,3.280968,19.142151,0.832319,70.190430,1.785483,91.674805,1.791781,2.380371,1.794867,0.823975,1.789935,0.110779,787.953333,806.245858,64.640069
974,0.820423,175.781250,0.820609,431.518555,0.501372,10.070801,1.042075,42.114258,1.792602,2.204895,0.835996,44.250488,0.499467,5.187988,1.040528,0.061035,3.289595,0.061035,3.286336,3.356934,3.279042,19.073486,0.832044,97.656250,1.790921,80.566406,1.794809,1.403809,1.793973,0.000000,1.791278,0.122986,826.276270,840.028630,52.887941
983,0.917623,267.333984,0.817545,458.374023,0.497942,11.291504,1.040549,48.217773,1.792630,2.136230,0.833851,63.476562,0.496944,13.427734,1.045978,-0.256348,3.292561,-0.305176,3.296605,3.204346,3.280897,19.317627,0.835883,104.370117,1.791016,68.908691,1.794400,0.610352,1.794006,-0.335693,1.792862,0.111084,953.623780,963.675411,59.624952
990,0.916765,341.186523,0.814240,435.791016,0.498906,12.512207,1.042087,40.893555,1.791461,2.616882,0.837250,65.307617,0.498924,10.681152,1.044440,0.036621,3.292055,-0.122070,3.290800,2.655029,3.282341,19.371033,0.832074,94.604492,1.786941,82.031250,1.789792,2.746582,1.791888,1.312256,1.786673,0.192871,1016.902378,1032.504913,53.545117
998,0.925231,308.227539,0.816928,484.008789,0.499379,14.038086,1.043479,48.217773,1.794546,2.227783,0.837690,70.190430,0.501344,12.817383,1.042457,0.158691,3.291051,0.152588,3.289769,3.204346,3.283879,19.187927,0.830567,98.876953,1.792822,81.604004,1.796835,0.671387,1.798352,0.152588,1.795337,0.107727,1037.600930,1050.125439,61.322422
1005,0.912969,221.557617,0.817395,488.281250,0.497017,6.103516,1.040095,44.860840,1.794675,1.907349,0.835721,71.716309,0.496489,10.070801,1.038627,-0.146484,3.286619,0.518799,3.289165,4.364014,3.285814,19.233704,0.833594,137.939453,1.792337,91.308594,1.797610,2.685547,1.794833,1.159668,1.793771,0.264282,1008.490461,1031.458493,53.116138
1012,0.815470,189.819336,0.814633,454.711914,0.500902,8.239746,1.042564,42.114258,1.797147,1.831055,0.836277,65.002441,0.501888,7.324219,1.045280,0.585938,3.293529,-0.213623,3.292601,4.180908,3.285176,19.607544,0.832203,130.615234,1.793234,92.895508,1.798056,3.112793,1.796747,1.556396,1.790417,0.111389,923.759281,945.215196,51.324766
1020,0.818076,59.204102,0.814585,464.477539,0.497475,9.155273,1.044111,33.874512,1.793594,2.166748,0.835435,100.402832,0.500792,19.226074,1.045295,0.524902,3.287062,0.976562,3.290596,4.699707,3.281303,19.523621,0.833634,133.972168,1.787411,92.163086,1.791913,1.068115,1.794952,-0.030518,1.791373,0.260010,861.792423,882.326472,43.809526
1027,0.813111,75.683594,0.813065,475.463867,0.497026,5.187988,1.039167,39.978027,1.793252,3.021240,0.832987,52.185059,0.497542,2.441406,1.040943,0.354004,3.289607,-0.061035,3.286870,2.899170,3.280995,19.073486,0.833634,133.972168,1.790848,91.796875,1.798135,2.319336,1.792462,0.457764,1.793848,0.110168,832.030352,846.349767,49.540253
1035,0.821949,65.917969,0.819583,441.284180,0.500975,0.915527,1.047572,78.430176,1.791308,1.777649,0.839408,44.860840,0.498921,10.986328,1.043436,0.146484,3.290086,0.030518,3.289226,3.753662,3.279832,19.538879,0.837592,128.784180,1.793274,92.102051,1.799509,3.234863,1.797726,1.525879,1.797229,0.162659,796.550504,817.561829,85.804194
1042,0.821900,75.683594,0.816303,413.818359,0.499953,5.493164,1.043525,43.640137,1.798056,3.219604,0.834067,41.809082,0.499870,13.732910,1.047373,0.024414,3.286174,0.091553,3.288252,3.723145,3.279851,19.493103,0.838026,134.277344,1.787417,92.041016,1.794141,3.204346,1.790890,1.525879,1.796741,0.113831,782.949781,803.975005,54.074918
1050,0.823911,64.086914,0.821772,491.943359,0.499367,15.258789,1.043009,46.386719,1.793976,1.213074,0.835041,42.114258,0.497050,2.746582,1.044920,0.073242,3.289067,0.457764,3.287657,4.791260,3.283620,19.836426,0.838993,135.192871,1.789856,92.102051,1.794766,1.831055,1.796390,0.244141,1.794818,0.110779,837.285202,858.267723,58.177726
1057,0.821842,87.280273,0.820917,467.529297,0.499953,5.493164,1.045597,31.738281,1.795172,1.884460,0.839323,53.405762,0.500008,0.000000,1.048777,0.268555,3.295393,0.671387,3.295512,4.364014,3.286092,19.760132,0.836573,133.056641,1.788922,91.247559,1.798560,2.960205,1.796777,1.251221,1.796399,0.148010,840.385508,864.551923,39.314705
1065,0.818250,122.070312,0.818232,418.701172,0.495488,12.512207,1.042939,53.405762,1.795172,1.884460,0.837668,72.326660,0.498430,11.291504,1.044932,0.024414,3.287672,-0.244141,3.289314,2.868652,3.285774,19.332886,0.835099,133.972168,1.782550,91.735840,1.787509,1.159668,1.788107,0.061035,1.791876,0.112000,847.845688,858.660986,65.281524
1072,0.821451,67.749023,0.815018,475.463867,0.502370,7.934570,1.044059,39.062500,1.793494,2.418518,0.839924,42.114258,0.501424,4.882812,1.045942,-0.109863,3.289052,0.610352,3.290132,4.455566,3.280946,19.195557,0.836573,133.056641,1.785516,91.003418,1.786114,0.457764,1.787121,0.152588,1.783719,0.146484,817.910842,835.668033,49.107236
1080,0.819025,64.697266,0.822693,502.929688,0.499934,7.324219,1.047993,36.315918,1.796042,2.151489,0.837266,63.781738,0.497505,6.103516,1.044858,0.317383,3.288161,-0.244141,3.287327,3.204346,3.281459,19.134521,0.834626,132.446289,1.790842,91.918945,1.798059,3.082275,1.789899,1.678467,1.790427,0.110474,861.658243,879.935602,45.584610
1087,0.817441,88.500977,0.817459,475.463867,0.497029,4.882812,1.042628,35.705566,1.788251,2.098083,0.830372,69.580078,0.497939,11.596680,1.041099,-0.268555,3.280266,0.579834,3.283400,3.417969,3.278959,19.279480,0.830246,130.920410,1.790274,93.505859,1.795166,2.716064,1.794330,1.312256,1.792078,0.287170,864.117482,884.472455,43.406408
1095,0.816654,50.659180,0.818509,460.815430,0.494078,7.019043,1.040635,39.672852,1.795837,1.441956,0.832361,65.917969,0.496513,7.629395,1.040458,0.341797,3.290550,0.274658,3.289250,3.509521,3.282133,19.889832,0.835084,135.498047,1.790356,91.857910,1.796701,2.014160,1.794946,0.030518,1.794086,0.135193,820.698192,836.819283,47.342421
1103,0.823825,81.176758,0.817923,480.346680,0.502345,10.375977,1.041578,43.029785,1.790576,1.167297,0.831095,46.081543,0.493104,6.713867,1.041968,0.158691,3.291963,0.793457,3.293510,4.852295,3.282637,19.851685,0.838532,132.446289,1.787884,92.468262,1.789380,1.983643,1.793445,0.396729,1.787964,0.112610,843.286577,866.140692,52.121326
1110,0.814005,92.163086,0.814749,431.518555,0.496519,7.019043,1.041489,51.879883,1.793194,1.945496,0.833274,72.326660,0.497505,6.103516,1.040027,0.109863,3.289116,-0.030518,3.290645,4.211426,3.282228,19.653320,0.835108,133.056641,1.788385,92.224121,1.792209,2.990723,1.797232,1.586914,1.789871,0.214844,830.959486,852.929468,61.006085
1117,0.816065,70.800781,0.816938,482.177734,0.493120,5.187988,1.042649,33.569336,1.797180,1.747131,0.840604,71.716309,0.500414,8.239746,1.045869,0.183105,3.288127,0.091553,3.287312,3.356934,3.280830,19.485474,0.839942,137.939453,1.789426,90.942383,1.798215,1.525879,1.795428,0.091553,1.794345,0.109253,859.007274,873.251834,40.699243
1125,0.818445,83.007812,0.818878,484.619141,0.499458,6.103516,1.040226,31.738281,1.792874,11.291504,0.835554,39.672852,0.496944,13.427734,1.044404,0.183105,3.289619,-0.183105,3.292204,3.265381,3.281862,19.348145,0.838013,135.498047,1.791376,91.003418,1.796777,1.251221,1.794965,-0.152588,1.796255,0.113525,845.066716,857.188944,56.307677
