time(ms),vdd_arm voltage(V),vdd_arm current(mA),vdd_soc voltage(V),vdd_soc current(mA),lpd5_vddq voltage(V),lpd5_vddq current(mA),lpd5_vdd2 voltage(V),lpd5_vdd2 current(mA),lpd5_vdd1 voltage(V),lpd5_vdd1 current(mA),vdd_ddr voltage(V),vdd_ddr current(mA),vddq_ddr voltage(V),vddq_ddr current(mA),vdd2_ddr voltage(V),vdd2_ddr current(mA),nvcc_sdio2 voltage(V),nvcc_sdio2 current(mA),nvcc_3v3 voltage(V),nvcc_3v3 current(mA),vdd_usb_3v3 voltage(V),vdd_usb_3v3 current(mA),vdd_ana_0v8 voltage(V),vdd_ana_0v8 current(mA),vdd_ana_1v8 voltage(V),vdd_ana_1v8 current(mA),nvcc_enet_ccm voltage(V),nvcc_enet_ccm current(mA),nvcc_wakeup voltage(V),nvcc_wakeup current(mA),nvcc_bbsm_1v8 voltage(V),nvcc_bbsm_1v8 current(mA),GROUP_SOC Power(mW),GROUP_SOC_FULL Power(mW),GROUP_DRAM Power(mW)
6305,0.813111,75.683594,0.862181,613.403320,0.494072,7.629395,1.037736,36.621094,1.792834,1.625061,0.835715,72.326660,0.496028,7.324219,1.041910,0.390625,3.292515,0.152588,3.294041,4.425049,3.286165,19.577026,0.838471,138.549805,1.785925,92.590332,1.795196,2.410889,1.792459,0.488281,1.790878,0.211792,1001.130090,1021.412025,44.685946
6313,0.821033,53.710938,0.867305,662.841797,0.497475,9.155273,1.042582,40.283203,1.794037,2.281189,0.837510,88.195801,0.500914,7.019043,1.045786,0.512695,3.293523,-0.152588,3.293681,3.143311,3.287697,19.409180,0.841910,136.413574,1.789322,93.017578,1.795291,1.464844,1.796414,0.000000,1.790378,0.115356,1042.205530,1054.685862,50.645589
6320,0.820835,93.383789,0.870832,640.869141,0.501424,4.882812,1.043583,37.841797,1.792044,1.159668,0.836292,63.476562,0.499937,7.019043,1.039557,0.036621,3.291542,0.122070,3.298552,3.265381,3.288756,19.203186,0.841431,135.498047,1.793201,93.566895,1.793872,1.007080,1.794940,0.091553,1.792331,0.115356,1036.532242,1049.675974,44.017583
6328,0.823938,58.593750,0.869737,664.672852,0.502840,9.765625,1.047877,47.912598,1.797189,1.724243,0.837430,96.130371,0.498476,6.713867,1.044453,-0.012207,3.289998,0.915527,3.292107,4.241943,3.286040,19.889832,0.831202,133.056641,1.791888,90.515137,1.796115,2.990723,1.796771,1.312256,1.795789,0.111389,1048.553272,1073.259790,58.215831
6335,0.824836,74.462891,0.871946,613.403320,0.504280,12.207031,1.048606,72.631836,1.794662,1.937866,0.834086,88.806152,0.498488,5.493164,1.044358,0.366211,3.286674,-0.030518,3.287840,2.960205,3.280952,19.180298,0.834614,133.666992,1.786938,91.857910,1.794653,2.960205,1.792358,1.495361,1.793259,0.120239,1012.317056,1029.942201,85.795765
6343,0.815998,84.228516,0.863969,646.362305,0.496522,6.713867,1.042988,48.522949,1.793329,1.609802,0.834788,67.443848,0.502403,4.577637,1.042454,0.170898,3.287636,0.122070,3.292143,3.875732,3.280781,19.607544,0.834092,137.023926,1.786368,93.505859,1.790234,3.204346,1.788464,1.373291,1.783563,0.259705,1032.064094,1053.417494,56.829331
6350,0.820050,54.931641,0.867366,650.634766,0.495586,2.746582,1.041242,27.770996,1.795749,2.883911,0.837223,68.054199,0.499901,10.681152,1.044944,-0.024414,3.288130,0.061035,3.291185,3.692627,3.285686,19.554138,0.835593,133.361816,1.791788,92.529297,1.793787,1.861572,1.796338,0.762939,1.799692,0.111694,1013.354297,1030.417867,35.456276
6359,0.816010,81.787109,0.868772,662.231445,0.501903,5.798340,1.045570,34.484863,1.797394,2.433777,0.833552,93.383789,0.501415,5.798340,1.043482,-0.036621,3.288548,0.762939,3.284245,4.730225,3.279756,19.729614,0.827268,135.803223,1.790857,91.613770,1.791437,0.946045,1.793503,-0.183105,1.792877,0.109558,1064.094423,1083.504982,43.340981
6366,0.821549,48.217773,0.866349,658.569336,0.495088,3.662109,1.044001,44.860840,1.796146,1.892090,0.832660,84.838867,0.499944,6.408691,1.042472,0.097656,3.290056,0.335693,3.289229,3.723145,3.281785,19.538879,0.835581,134.582520,1.792361,90.820312,1.792352,1.556396,1.797861,0.183105,1.795315,0.109863,1023.669180,1040.138712,52.046294
6374,0.819406,86.059570,0.868342,650.634766,0.501897,6.408691,1.040644,38.757324,1.794110,2.098083,0.837702,68.969727,0.499910,9.765625,1.044877,0.244141,3.287077,0.823975,3.290132,4.455566,3.280733,19.729614,0.834574,137.634277,1.792819,91.430664,1.793347,1.373291,1.796905,-0.030518,1.789273,0.128174,1042.146020,1061.921840,47.313268
6381,0.817923,89.721680,0.862419,663.452148,0.495534,7.934570,1.039658,39.672852,1.794177,1.930237,0.832743,76.599121,0.495564,4.882812,1.044370,0.317383,3.285704,-0.091553,3.284376,3.417969,3.275114,19.126892,0.834070,139.160156,1.787903,92.102051,1.793713,2.593994,1.794824,1.251221,1.791089,0.239563,1055.908209,1073.731892,48.641239
6388,0.815277,130.615234,0.865907,649.414062,0.499416,10.375977,1.043503,45.776367,1.792084,2.281189,0.836957,94.604492,0.498445,9.765625,1.040613,-0.280762,3.285716,-0.213623,3.287874,2.624512,3.284810,19.302368,0.839475,135.803223,1.790854,91.674805,1.792206,3.021240,1.790387,1.678467,1.793838,0.111084,1094.358568,1110.705515,57.037804
6395,0.822068,42.114258,0.868318,655.517578,0.496510,7.934570,1.046122,76.904297,1.786551,1.464844,0.830881,67.443848,0.494099,4.882812,1.039567,0.000000,3.291075,-0.091553,3.283006,2.471924,3.278956,19.287109,0.831659,136.108398,1.790848,91.796875,1.791861,1.586914,1.790521,0.335693,1.790445,0.108643,1003.294898,1014.553527,87.007885
6402,0.815177,53.100586,0.859489,663.452148,0.492168,2.746582,1.038712,36.621094,1.793967,2.456665,0.835517,92.163086,0.496001,10.070801,1.045383,0.170898,3.281334,-0.335693,3.283833,3.967285,3.277513,19.233704,0.831165,136.718750,1.787430,91.796875,1.792383,1.251221,1.795435,0.030518,1.787509,0.158081,1036.731280,1050.955119,43.797728
6410,0.815003,87.890625,0.867021,621.948242,0.498485,5.798340,1.043024,44.860840,1.791360,2.868652,0.833548,93.688965,0.497493,7.324219,1.043510,-0.146484,3.296361,0.762939,3.290999,5.554199,3.284694,19.592285,0.837998,137.023926,1.792807,91.674805,1.799545,2.868652,1.799719,1.129150,1.797321,0.104675,1036.182097,1064.170306,54.820122
6417,0.818927,84.228516,0.865345,664.062500,0.498497,4.577637,1.041624,38.452148,1.792920,1.411438,0.835767,67.138672,0.496999,7.934570,1.040949,0.329590,3.281236,0.640869,3.292049,4.821777,3.280711,19.783020,0.830683,136.108398,1.787448,91.430664,1.794208,2.532959,1.791907,1.129150,1.788495,0.108337,1045.605845,1070.150200,44.865197
6425,0.814057,81.787109,0.861573,637.207031,0.494542,9.460449,1.039210,35.705566,1.794076,2.182007,0.833271,72.631836,0.499467,5.187988,1.045374,0.207520,3.297407,0.061035,3.297002,4.119873,3.290633,19.393921,0.839448,138.549805,1.795218,92.285156,1.798282,0.854492,1.796893,0.091553,1.790835,0.118408,1024.917615,1040.403230,45.698842
6433,0.823993,47.607422,0.870716,664.062500,0.502385,6.408691,1.048533,31.127930,1.791330,1.724243,0.835016,93.383789,0.500401,9.460449,1.044956,-0.073242,3.286128,0.549316,3.291530,5.126953,3.282176,19.783020,0.834098,136.413574,1.790256,93.872070,1.792895,1.007080,1.798358,0.091553,1.793576,0.137329,1047.087766,1067.738643,38.946975
6440,0.818860,97.656250,0.867677,686.035156,0.499449,7.019043,1.042496,48.828125,1.798102,1.884460,0.835331,61.950684,0.502345,10.375977,1.045441,-0.061035,3.292943,0.762939,3.294966,4.943848,3.283638,19.790649,0.839985,133.666992,1.786960,91.430664,1.790744,2.990723,1.790436,1.190186,1.790427,0.110474,1072.965743,1099.254438,57.797250
6448,0.817990,76.293945,0.869801,651.855469,0.499934,7.324219,1.047251,61.645508,1.793646,3.257751,0.833515,97.045898,0.498936,9.460449,1.045963,-0.195312,3.291987,0.549316,3.291640,4.028320,3.281798,19.508362,0.832615,138.244629,1.791251,93.505859,1.798169,1.983643,1.795395,0.427246,1.798224,0.112000,1061.618101,1081.020222,74.063208
6456,0.821811,93.383789,0.872322,635.986328,0.502351,9.765625,1.047285,58.288574,1.791623,2.212524,0.835599,83.923340,0.496083,1.831055,1.043366,0.427246,3.291563,-0.091553,3.289351,2.502441,3.281389,19.309998,0.831220,131.225586,1.790869,91.369629,1.793738,2.349854,1.794415,0.457764,1.792358,0.112610,1039.282759,1052.249254,69.914515
6463,0.816477,86.059570,0.866331,662.231445,0.498003,5.187988,1.041535,47.302246,1.791467,2.601624,0.829007,59.509277,0.494112,3.662109,1.039567,0.000000,3.292967,0.518799,3.291673,3.692627,3.283165,19.752502,0.837070,132.141113,1.789899,91.247559,1.797235,1.556396,1.795416,0.213623,1.793259,0.169067,1034.209579,1051.253640,56.511303
6470,0.819397,87.890625,0.865605,612.182617,0.499443,7.629395,1.042155,34.179688,1.791113,2.265930,0.837305,59.814453,0.497490,7.629395,1.042029,-0.085449,3.283729,0.122070,3.290208,3.692627,3.279326,19.584656,0.831662,135.803223,1.787451,91.369629,1.795694,2.319336,1.794391,0.701904,1.793384,0.107727,996.393789,1014.368455,43.489503
6477,0.816950,89.111328,0.862968,651.245117,0.496010,9.155273,1.042988,48.522949,1.795636,1.945496,0.834119,85.449219,0.497542,2.441406,1.041871,0.549316,3.289033,0.793457,3.287651,4.852295,3.282136,19.882202,0.837519,136.108398,1.791788,92.529297,1.797629,2.502441,1.792905,0.915527,1.792917,0.105591,1053.096601,1077.798873,58.643347
6485,0.819602,46.997070,0.866279,672.607422,0.499422,9.765625,1.043015,45.776367,1.792773,2.998352,0.834540,92.163086,0.497505,6.103516,1.039454,0.451660,3.289131,-0.183105,3.291731,3.112793,3.281386,19.317627,0.836515,138.854980,1.787436,91.674805,1.790842,2.014160,1.789053,0.366211,1.792731,0.124207,1045.232816,1059.139248,57.997977
6492,0.816953,88.500977,0.867869,647.583008,0.498930,10.070801,1.044993,43.334961,1.790015,6.233215,0.835270,68.054199,0.497014,6.408691,1.042921,0.256348,3.291093,-0.274658,3.287773,3.631592,3.289635,19.447327,0.835105,133.361816,1.789386,91.735840,1.791720,2.990723,1.792361,1.464844,1.789868,0.263977,1034.583600,1053.603592,61.466895
6499,0.818058,62.866211,0.864921,651.245117,0.500398,9.765625,1.047440,42.724609,1.789337,3.044128,0.831196,84.838867,0.494536,10.070801,1.039139,-0.244141,3.281733,0.549316,3.289113,4.882812,3.278773,19.744873,0.826777,136.108398,1.783035,91.796875,1.791333,1.983643,1.789041,0.488281,1.790466,0.106506,1031.086115,1053.375865,55.085151
6506,0.817444,87.890625,0.863847,670.776367,0.496535,5.493164,1.043604,35.705566,1.793005,3.639221,0.836521,89.416504,0.497520,4.577637,1.042377,0.476074,3.288661,-0.366211,3.289323,2.777100,3.280433,19.256592,0.833164,132.141113,1.787402,92.346191,1.795285,1.525879,1.792984,0.122070,1.794287,0.115051,1067.397630,1078.286322,46.515168
6513,0.814002,92.773438,0.865840,662.841797,0.495525,8.850098,1.041147,37.231445,1.794348,1.502991,0.836713,70.190430,0.501408,6.408691,1.045411,0.061035,3.294459,0.244141,3.292091,4.394531,3.280754,19.676208,0.835575,135.192871,1.786447,91.918945,1.791412,1.190186,1.792486,0.213623,1.787854,0.123596,1053.384767,1071.171305,45.845755
6520,0.815091,70.190430,0.868193,680.541992,0.500398,9.765625,1.045444,46.997070,1.793463,2.494812,0.833576,90.942383,0.496507,8.239746,1.045454,-0.109863,3.291051,0.152588,3.285786,3.967285,3.285808,19.248962,0.841398,138.854980,1.783954,92.956543,1.789856,2.105713,1.791012,0.305176,1.787646,0.193176,1074.092912,1091.946233,58.493880
6527,0.818863,97.045898,0.871666,669.555664,0.501830,13.122559,1.041657,35.095215,1.790341,2.975464,0.832065,95.520020,0.495555,5.798340,1.041563,-0.170898,3.288090,0.457764,3.290748,3.173828,3.285820,19.218445,0.833555,141.906738,1.789841,92.407227,1.792837,1.586914,1.792975,0.213623,1.794858,0.106812,1092.291512,1107.469050,48.469564
6535,0.821430,72.021484,0.870234,662.841797,0.499461,5.798340,1.042609,37.536621,1.797546,3.273010,0.836448,96.740723,0.499947,6.103516,1.042930,0.219727,3.279811,0.244141,3.282344,4.211426,3.281248,19.660950,0.831180,135.192871,1.792322,91.613770,1.793756,2.166748,1.793451,0.335693,1.797806,0.104980,1061.459585,1080.572334,47.915465
6543,0.817191,40.893555,0.864479,642.089844,0.498027,2.746582,1.042066,43.029785,1.793484,2.441406,0.837076,82.702637,0.502431,1.831055,1.043421,0.207520,3.282756,0.091553,3.288289,3.356934,3.279783,19.660950,0.829728,133.972168,1.785513,91.064453,1.789410,1.678467,1.788574,0.274658,1.788449,0.112915,997.298472,1012.132296,50.586376
6551,0.813715,52.490234,0.864878,659.790039,0.494078,7.019043,1.040589,44.250488,1.796713,2.914429,0.835578,86.059570,0.498497,4.577637,1.044370,0.317383,3.285243,-0.366211,3.287330,3.173828,3.279957,19.226074,0.829239,133.972168,1.789828,92.651367,1.791360,1.708984,1.791489,0.427246,1.791717,0.127869,1028.087943,1041.145086,54.750919
6558,0.817600,56.762695,0.866291,670.166016,0.496535,5.493164,1.043064,40.893555,1.799063,1.922607,0.841392,90.637207,0.500926,5.798340,1.045795,0.476074,3.288609,0.152588,3.290248,3.295898,3.283382,19.210815,0.837992,137.634277,1.792325,91.552734,1.796347,0.671387,1.798367,0.000000,1.799445,0.185242,1049.470408,1062.022576,48.841034
6566,0.816498,81.787109,0.865419,649.414062,0.496516,7.324219,1.041129,39.062500,1.798779,1.411438,0.841050,75.988770,0.501909,5.187988,1.045832,0.329590,3.291536,0.183105,3.288728,3.845215,3.283205,19.653320,0.838007,136.108398,1.792291,92.224121,1.794687,2.624512,1.796796,1.068115,1.789435,0.112000,1039.731498,1059.609424,46.844568
6573,0.816971,84.838867,0.868748,667.114258,0.496977,10.070801,1.040156,38.757324,1.794458,2.449036,0.840204,62.866211,0.500874,10.986328,1.044446,0.012207,3.288615,0.091553,3.289705,3.845215,3.279780,19.668579,0.838492,136.413574,1.795691,92.590332,1.799637,1.953125,1.801254,0.427246,1.795819,0.108337,1052.549645,1069.784843,49.713299
6581,0.815497,86.669922,0.866880,650.024414,0.494545,9.155273,1.040549,48.217773,1.793286,1.716614,0.833793,166.931152,0.499461,5.798340,1.046775,0.463867,3.289986,1.037598,3.289540,5.493164,3.281669,19.828796,0.836033,138.244629,1.789773,93.750000,1.796609,2.929688,1.795322,1.159668,1.791308,0.119934,1125.394719,1154.223864,57.779045
6589,0.816584,64.697266,0.865858,659.179688,0.497478,8.850098,1.038697,38.146973,1.795059,3.387451,0.835499,93.994141,0.498970,6.103516,1.043934,0.109863,3.292534,-0.030518,3.292204,3.265381,3.282347,19.355774,0.837510,137.023926,1.790347,92.041016,1.795227,2.105713,1.794406,0.549316,1.788650,0.288086,1048.870753,1064.286503,50.106543
6596,0.820133,136.108398,0.865769,676.879883,0.497508,5.798340,1.040201,34.179688,1.795895,1.296997,0.833896,58.898926,0.502354,9.460449,1.045417,0.036621,3.288081,0.549316,3.286259,4.119873,3.284712,19.546509,0.834556,139.465332,1.790860,91.552734,1.797110,2.807617,1.795798,1.281738,1.794815,0.111084,1096.309017,1119.001525,40.767752
6604,0.813666,159.912109,0.867689,683.593750,0.497993,6.103516,1.039097,46.997070,1.788956,12.542725,0.834794,66.833496,0.496504,8.544922,1.043430,0.170898,3.288569,0.549316,3.289137,4.638672,3.286128,19.668579,0.836017,139.770508,1.787366,93.078613,1.794305,1.556396,1.794907,0.427246,1.792273,0.121155,1131.541664,1152.164874,74.312388
6612,0.818393,191.040039,0.868058,707.397461,0.496065,3.662109,1.044004,44.555664,1.785824,16.708374,0.834577,88.500977,0.496043,5.798340,1.039921,0.537109,3.289613,-0.122070,3.283986,2.441406,3.280470,19.165039,0.835077,136.108398,1.796698,91.979980,1.800082,2.380371,1.800757,0.518799,1.801566,0.119629,1189.710960,1202.546034,78.171157
6619,0.819870,90.942383,0.863606,621.337891,0.498882,14.953613,1.042011,48.522949,1.789578,8.544922,0.833759,267.944336,0.495995,10.681152,1.041053,-0.085449,3.284694,0.244141,3.292766,2.532959,3.281825,19.439697,0.832154,135.498047,1.790375,91.491699,1.796790,1.129150,1.793463,0.213623,1.791687,0.179749,1180.441181,1191.995519,73.313341
6627,0.823948,56.762695,0.868949,626.831055,0.503346,7.934570,1.047953,40.283203,1.801047,1.846313,0.839530,81.481934,0.502895,4.272461,1.046799,0.366211,3.286677,-0.061035,3.289793,2.960205,3.282445,19.111633,0.830188,136.718750,1.785419,92.956543,1.794809,1.403809,1.793988,-0.152588,1.792853,0.112000,1004.794811,1016.578498,49.534037
6635,0.821836,88.500977,0.868666,683.593750,0.500417,7.934570,1.043946,50.354004,1.791778,1.823425,0.834553,90.942383,0.497481,8.544922,1.039911,0.573730,3.284721,-0.030518,3.293770,2.258301,3.281868,19.332886,0.833658,131.530762,1.797153,92.651367,1.801151,1.464844,1.803210,0.396729,1.802164,0.108643,1087.095575,1097.787445,59.804625
6643,0.816672,46.997070,0.868928,631.103516,0.500484,1.220703,1.041285,23.498535,1.793445,2.540588,0.834604,85.754395,0.498024,3.051758,1.043345,0.512695,3.282283,-0.061035,3.286369,3.021240,3.280870,19.386292,0.829270,130.920410,1.791305,92.407227,1.795343,0.946045,1.796405,0.091553,1.792459,0.151367,998.363678,1009.955195,29.636015
6650,0.818039,66.528320,0.862586,629.882812,0.496501,8.850098,1.043470,49.133301,1.795648,1.914978,0.838993,86.364746,0.500456,3.967285,1.045808,0.427246,3.285707,-0.122070,3.288219,4.058838,3.280458,19.195557,0.831159,137.329102,1.789355,92.346191,1.797153,2.380371,1.793915,0.579834,1.793317,0.114441,1015.200745,1033.464067,59.101831
6657,0.815665,53.100586,0.863462,650.024414,0.496977,10.070801,1.038651,42.724609,1.793295,1.693726,0.831855,67.749023,0.495125,0.000000,1.040488,0.219727,3.285139,0.671387,3.291557,4.852295,3.284587,19.859314,0.837479,140.075684,1.788846,92.773438,1.796109,3.051758,1.794354,1.068115,1.795776,0.112610,1009.869553,1035.444625,52.418271
6665,0.815979,87.890625,0.863041,636.596680,0.500990,-0.610352,1.039591,46.386719,1.798523,2.052307,0.839997,83.618164,0.500450,4.577637,1.046830,0.244141,3.285679,0.152588,3.289653,4.364014,3.284190,19.630432,0.836551,135.192871,1.787900,92.163086,1.796786,1.159668,1.795898,0.274658,1.789477,0.156555,1036.535900,1053.970279,51.608560
6672,0.819806,103.759766,0.865812,668.334961,0.496999,7.934570,1.040101,44.250488,1.791058,6.065369,0.834861,60.119629,0.498964,6.713867,1.040027,0.109863,3.287605,0.427246,3.295949,4.882812,3.283732,19.554138,0.839472,136.108398,1.790292,93.139648,1.796118,2.960205,1.795764,1.617432,1.792380,0.110474,1062.786191,1088.505710,60.831863
6679,0.824283,87.280273,0.868306,657.958984,0.499940,6.713867,1.048493,35.095215,1.789664,13.214111,0.836783,63.171387,0.500395,10.070801,1.042551,-0.219727,3.291554,0.000000,3.288383,2.410889,3.282347,19.355774,0.836075,133.972168,1.784006,91.918945,1.790790,2.532959,1.792404,1.037598,1.788937,0.112915,1040.653273,1054.976990,63.802442
6686,0.826725,87.280273,0.869715,668.945312,0.499489,3.051758,1.050553,24.414062,1.797565,2.006531,0.838395,97.351074,0.502843,9.460449,1.045325,0.402832,3.285734,-0.396729,3.290770,2.960205,3.281898,19.256592,0.829764,130.310059,1.790283,93.322754,1.797549,3.295898,1.795276,1.617432,1.792499,0.147400,1079.408854,1096.674939,30.779458
6693,0.818933,83.007812,0.868415,635.986328,0.497993,6.103516,1.042609,37.536621,1.795496,2.296448,0.834058,91.552734,0.497029,4.882812,1.038959,0.476074,3.288096,0.396729,3.289165,4.364014,3.281203,19.775391,0.837076,131.530762,1.794260,91.918945,1.793310,1.739502,1.798831,0.244141,1.797543,0.228882,1039.886252,1059.103327,46.298803
6700,0.817420,92.773438,0.866358,656.738281,0.496565,2.441406,1.043223,25.024414,1.793671,1.976013,0.837934,94.604492,0.500426,7.019043,1.043824,0.549316,3.287196,-0.366211,3.293205,3.021240,3.281401,19.279480,0.834604,134.582520,1.790787,93.017578,1.795148,2.899170,1.794791,1.586914,1.795294,0.112000,1070.526414,1087.324787,30.862671
6707,0.816513,78.735352,0.867182,687.255859,0.498564,-2.136230,1.048048,30.822754,1.785443,16.441345,0.838019,86.059570,0.497527,3.967285,1.044355,0.378418,3.287581,0.671387,3.292555,4.638672,3.281743,19.645691,0.830698,134.582520,1.787836,93.444824,1.795196,2.410889,1.791446,0.854492,1.791839,0.115662,1078.294098,1101.633214,60.593750
6714,0.819446,78.125000,0.868553,608.520508,0.500447,4.882812,1.045026,39.978027,1.792902,1.457214,0.836048,87.890625,0.498949,8.239746,1.039585,-0.073242,3.287199,-0.396729,3.284492,2.258301,3.276585,19.111633,0.831730,129.089355,1.784045,91.125488,1.787982,1.312256,1.792004,0.152588,1.790143,0.138855,1002.876117,1011.609091,46.834322
6723,0.814670,56.762695,0.862501,646.972656,0.492113,8.239746,1.035258,40.283203,1.793747,1.785278,0.842942,82.092285,0.500914,7.019043,1.042899,0.341797,3.291508,0.457764,3.287684,4.516602,3.278770,19.752502,0.831632,138.854980,1.790347,92.041016,1.793359,1.251221,1.793973,0.000000,1.792410,0.107422,1022.546938,1041.146720,48.960709
6730,0.819934,78.125000,0.864616,614.624023,0.502315,13.427734,1.039136,43.029785,1.793954,1.266479,0.835309,64.086914,0.498460,8.239746,1.044923,0.061035,3.284236,-0.061035,3.293193,3.143311,3.279484,19.187927,0.831208,132.446289,1.790848,91.796875,1.791745,2.746582,1.794327,1.342773,1.792413,0.107117,990.777556,1008.259179,53.730770
6737,0.818927,84.228516,0.865040,627.441406,0.494609,2.746582,1.038254,33.569336,1.798129,3.036499,0.835831,60.729980,0.503844,7.019043,1.045850,0.256348,3.289055,0.579834,3.285725,4.577637,3.283717,19.592285,0.834592,135.803223,1.789868,91.857910,1.795642,2.838135,1.793817,1.556396,1.793298,0.116272,1008.601516,1033.437642,41.672012
6745,0.821393,79.345703,0.866258,676.879883,0.500487,0.915527,1.041694,31.433105,1.793274,1.747131,0.834501,96.130371,0.500908,7.629395,1.042530,-0.134277,3.289073,0.396729,3.290553,5.126953,3.283717,19.592285,0.832142,136.718750,1.782498,92.773438,1.792844,1.525879,1.791995,0.244141,1.788952,0.111389,1079.101595,1100.450137,36.334964
6752,0.812650,70.190430,0.861152,623.779297,0.491637,7.019043,1.041169,35.095215,1.790262,1.953125,0.831327,71.716309,0.499477,4.272461,1.038529,0.244141,3.295891,0.579834,3.294896,5.645752,3.285106,19.783020,0.841410,137.634277,1.789319,93.078613,1.787884,2.288818,1.792416,0.915527,1.793286,0.117493,1003.770489,1030.016871,43.487467
6759,0.815946,94.604492,0.866276,673.217773,0.496010,9.155273,1.041108,41.198730,1.791305,5.447388,0.830845,71.105957,0.496986,9.155273,1.040568,-0.097656,3.294939,0.335693,3.297044,3.692627,3.284843,19.218445,0.835523,140.380859,1.784970,92.163086,1.793777,1.953125,1.794388,0.732422,1.788959,0.110779,1069.038551,1087.137115,57.191360
6767,0.820923,75.683594,0.864628,612.182617,0.498491,5.187988,1.041010,50.964355,1.789157,7.156372,0.830509,299.987793,0.493138,3.356934,1.042918,0.268555,3.291038,0.274658,3.288750,3.631592,3.283873,19.203186,0.834147,131.530762,1.788376,92.407227,1.792834,1.617432,1.796365,0.488281,1.795032,0.187073,1180.890180,1197.514405,68.444450
6774,0.816712,136.718750,0.866410,646.362305,0.494530,10.681152,1.039548,50.659180,1.796661,1.823425,0.839216,64.086914,0.496480,10.986328,1.046909,-0.073242,3.284715,0.030518,3.284892,3.143311,3.279909,19.348145,0.833606,136.718750,1.783557,91.125488,1.792404,1.037598,1.795938,-0.122070,1.789447,0.110779,1070.990870,1083.057111,61.220890
6781,0.818445,83.007812,0.864814,672.607422,0.497475,9.155273,1.043622,33.874512,1.790552,2.449036,0.835108,84.228516,0.493617,4.272461,1.045338,0.354004,3.289064,0.488281,3.294051,4.333496,3.280684,19.851685,0.836548,135.498047,1.794775,91.369629,1.795673,2.532959,1.796286,1.281738,1.796286,0.110474,1065.100935,1087.832411,44.291844
6788,0.820050,54.931641,0.870808,645.751953,0.501909,5.187988,1.047398,46.997070,1.789334,3.051758,0.831400,64.392090,0.493083,8.850098,1.039100,-0.085449,3.291554,0.000000,3.293230,2.777100,3.285805,19.256592,0.835544,138.244629,1.791840,91.491699,1.791788,2.319336,1.795328,1.098633,1.797284,0.108337,1008.099396,1023.373186,57.289129
6795,0.813016,94.604492,0.862104,628.662109,0.496510,7.934570,1.035669,47.912598,1.791968,2.571106,0.835193,173.339844,0.498921,10.986328,1.041556,-0.146484,3.284694,0.244141,3.286262,4.089355,3.282765,19.531250,0.829718,134.887695,1.789868,91.857910,1.796182,2.319336,1.794372,0.885010,1.789981,0.203857,1109.802050,1129.796659,58.168550
6802,0.821833,89.111328,0.870256,658.569336,0.501875,8.544922,1.044974,45.166016,1.794174,1.937866,0.833323,67.443848,0.498454,8.850098,1.043464,0.036621,3.289067,0.457764,3.292607,4.119873,3.279817,19.577026,0.833610,136.413574,1.791830,91.674805,1.792715,2.807617,1.791934,0.854492,1.795300,0.111389,1049.400742,1071.035932,54.962687
6810,0.818460,79.956055,0.865437,645.751953,0.497987,6.713867,1.044495,44.250488,1.792688,1.991272,0.838282,59.814453,0.499925,8.239746,1.043967,-0.024414,3.288093,0.427246,3.289641,4.486084,3.283320,19.363403,0.837015,137.634277,1.794739,92.102051,1.793661,3.112793,1.795761,1.647949,1.791858,0.113831,1022.814882,1047.519931,53.132578
6817,0.818012,72.021484,0.866420,644.531250,0.498991,3.967285,1.042203,29.296875,1.794778,1.647949,0.833042,95.520020,0.497023,5.493164,1.042023,-0.061035,3.284636,0.823975,3.286656,5.035400,3.283217,19.622803,0.830649,139.465332,1.788864,92.407227,1.794177,2.838135,1.791897,1.220703,1.791922,0.107422,1045.356833,1071.892410,35.470648
6824,0.817929,88.500977,0.864903,654.907227,0.497499,6.713867,1.037656,44.555664,1.791296,3.028870,0.830732,82.397461,0.493645,1.525879,1.039008,0.280762,3.292000,0.427246,3.293581,4.150391,3.284144,19.744873,0.841923,135.192871,1.784472,92.346191,1.792428,0.793457,1.791547,-0.152588,1.786633,0.196838,1052.121634,1068.346620,54.999207
6832,0.816669,47.607422,0.866282,671.997070,0.503337,8.850098,1.045942,94.909668,1.796323,2.670288,0.834595,86.669922,0.498476,6.713867,1.039933,0.488281,3.286113,0.701904,3.291624,4.180908,3.283143,19.805908,0.835526,140.075684,1.783020,92.102051,1.794379,0.823975,1.790057,0.091553,1.787008,0.110474,1043.687108,1061.398031,108.521278
6839,0.822989,53.100586,0.870872,632.934570,0.500441,5.493164,1.047086,78.125000,1.790262,1.953125,0.831251,274.658203,0.496071,3.051758,1.043381,0.366211,3.285240,-0.335693,3.285875,3.082275,3.273552,19.371033,0.832178,133.056641,1.786435,92.163086,1.794678,2.716064,1.790878,1.647949,1.792352,0.113220,1164.097222,1180.948096,88.049227
6846,0.818985,72.631836,0.868559,607.299805,0.503371,5.493164,1.043561,39.978027,1.792541,2.357483,0.835038,91.247559,0.498503,3.967285,1.041477,0.170898,3.279268,0.793457,3.284791,4.150391,3.280772,19.630432,0.831165,136.718750,1.789313,93.200684,1.793246,2.380371,1.797787,0.915527,1.792862,0.159912,1010.401548,1032.551189,48.710512
