time(ms),vdd_arm voltage(V),vdd_arm current(mA),vdd_soc voltage(V),vdd_soc current(mA),lpd5_vddq voltage(V),lpd5_vddq current(mA),lpd5_vdd2 voltage(V),lpd5_vdd2 current(mA),lpd5_vdd1 voltage(V),lpd5_vdd1 current(mA),vdd_ddr voltage(V),vdd_ddr current(mA),vddq_ddr voltage(V),vddq_ddr current(mA),vdd2_ddr voltage(V),vdd2_ddr current(mA),nvcc_sdio2 voltage(V),nvcc_sdio2 current(mA),nvcc_3v3 voltage(V),nvcc_3v3 current(mA),vdd_usb_3v3 voltage(V),vdd_usb_3v3 current(mA),vdd_ana_0v8 voltage(V),vdd_ana_0v8 current(mA),vdd_ana_1v8 voltage(V),vdd_ana_1v8 current(mA),nvcc_enet_ccm voltage(V),nvcc_enet_ccm current(mA),nvcc_wakeup voltage(V),nvcc_wakeup current(mA),nvcc_bbsm_1v8 voltage(V),nvcc_bbsm_1v8 current(mA),GROUP_SOC Power(mW),GROUP_SOC_FULL Power(mW),GROUP_DRAM Power(mW)
22046,0.819068,56.152344,0.867286,666.503906,0.498488,5.493164,1.046989,39.062500,1.793429,2.578735,0.838996,86.059570,0.498009,4.577637,1.045283,0.573730,3.286668,0.030518,3.291655,3.875732,3.282857,19.302368,0.838920,142.517090,1.790720,94.360352,1.790307,2.471924,1.796820,0.823975,1.792358,0.112610,1051.227339,1069.991252,48.261049
22054,0.817389,98.876953,0.869059,604.858398,0.496519,7.019043,1.042066,43.029785,1.794199,1.876831,0.836094,83.312988,0.499950,5.798340,1.044837,0.402832,3.284642,0.762939,3.290596,4.699707,3.278273,19.775391,0.834058,140.380859,1.787433,91.735840,1.795218,2.197266,1.798822,0.335693,1.794842,0.108337,1025.537040,1048.056283,51.692378
22061,0.824811,79.345703,0.869859,640.258789,0.502400,4.882812,1.049430,39.062500,1.795108,2.044678,0.833252,74.462891,0.499498,2.136230,1.043891,0.280762,3.291533,0.213623,3.289110,4.913330,3.279274,19.714355,0.833582,139.160156,1.786404,92.773438,1.794342,1.190186,1.797375,0.152588,1.793835,0.111389,1032.367407,1051.640893,47.116906
22069,0.821820,91.552734,0.868840,648.803711,0.499416,10.375977,1.046461,43.029785,1.793228,1.861572,0.837531,86.059570,0.501375,9.765625,1.042359,0.549316,3.286729,-0.579834,3.291734,3.082275,3.283305,19.401550,0.833579,139.465332,1.786401,92.834473,1.790362,1.922607,1.796820,0.823975,1.792758,0.121460,1062.506605,1075.669577,53.549126
22076,0.819043,61.035156,0.865123,610.961914,0.497472,9.460449,1.038212,37.841797,1.799908,2.250671,0.840684,63.781738,0.499913,9.460449,1.043943,0.073242,3.291487,0.671387,3.287691,4.455566,3.282210,19.699097,0.834098,136.413574,1.780597,91.735840,1.784949,2.349854,1.792407,1.007080,1.788519,0.105896,978.946219,1001.804068,48.045101
22084,0.818555,61.035156,0.871171,670.776367,0.501946,1.525879,1.043558,40.283203,1.796088,8.140564,0.832892,256.958008,0.495583,3.051758,1.044828,0.439453,3.292045,-0.030518,3.290715,3.509521,3.284318,19.309998,0.837012,137.939453,1.788931,91.064453,1.796310,1.037598,1.798352,0.152588,1.792877,0.109558,1192.293254,1205.879877,57.424950
22091,0.819345,98.266602,0.864387,660.400391,0.497984,7.019043,1.044025,42.419434,1.789416,7.728577,0.836463,95.214844,0.498457,8.544922,1.044477,-0.109863,3.291533,0.213623,3.292723,2.960205,3.282915,19.157410,0.831666,135.498047,1.788815,93.383789,1.793771,2.014160,1.789996,0.701904,1.790231,0.130005,1078.004310,1093.323942,61.611978
22098,0.819861,92.773438,0.865293,674.438477,0.495613,0.000000,1.037345,26.855469,1.796381,2.525330,0.834717,74.462891,0.501393,7.934570,1.047391,-0.048828,3.290083,0.061035,3.294704,2.685547,3.285243,19.439697,0.834070,139.160156,1.791794,92.407227,1.794360,1.007080,1.794440,0.213623,1.793368,0.109253,1071.435284,1082.674574,32.394837
22106,0.816571,67.138672,0.863383,665.893555,0.498494,4.882812,1.039069,49.743652,1.789899,1.640320,0.833115,88.195801,0.494069,7.934570,1.039927,0.512695,3.284630,0.885010,3.284727,4.791260,3.277257,19.874573,0.827222,140.380859,1.792325,91.552734,1.791403,1.281738,1.795447,-0.091553,1.791901,0.109558,1053.224095,1074.000738,57.057156
22114,0.816468,87.890625,0.868370,645.141602,0.498943,8.850098,1.036704,42.114258,1.793262,1.777649,0.834916,54.626465,0.500374,12.207031,1.041016,0.061035,3.290086,0.030518,3.292149,3.814697,3.276930,19.470215,0.836545,135.803223,1.789847,92.285156,1.794406,0.549316,1.794473,-0.122070,1.791379,0.112915,1026.547970,1039.973573,51.263502
22121,0.817563,64.086914,0.868010,619.506836,0.497020,5.798340,1.039271,29.602051,1.794769,1.670837,0.838779,58.898926,0.501350,12.207031,1.045908,0.024414,3.294954,0.183105,3.295976,4.608154,3.286644,19.599915,0.841865,140.991211,1.790845,91.857910,1.797778,1.007080,1.793991,-0.183105,1.792856,0.160522,993.586157,1010.859865,36.645200
22129,0.820365,89.721680,0.864463,645.141602,0.498964,6.713867,1.042612,37.231445,1.791394,2.784729,0.832187,83.312988,0.497563,0.305176,1.043369,0.415039,3.291954,0.885010,3.288618,4.943848,3.284151,19.729614,0.835999,141.601562,1.783032,91.857910,1.790402,1.525879,1.792035,-0.152588,1.789929,0.111389,1048.381426,1070.011759,47.156489
22137,0.817072,64.697266,0.861878,673.828125,0.494069,7.934570,1.036701,42.419434,1.797781,1.464844,0.837443,94.909668,0.499449,7.019043,1.044993,-0.219727,3.294444,0.396729,3.293101,4.058838,3.283287,19.447327,0.841868,140.686035,1.784405,93.688965,1.794824,1.251221,1.793466,0.183105,1.792300,0.118408,1066.059183,1083.306462,50.529962
22145,0.817124,54.321289,0.862388,669.555664,0.498070,-1.525879,1.040717,31.433105,1.790826,1.762390,0.831598,93.383789,0.496495,9.460449,1.041590,-0.280762,3.286589,0.823975,3.287153,4.943848,3.283641,19.783020,0.837961,140.686035,1.788840,92.895508,1.795587,3.387451,1.792853,1.434326,1.792288,0.119629,1053.105855,1080.719106,35.109113
22152,0.816922,94.604492,0.865446,643.920898,0.497972,8.239746,1.044111,33.874512,1.801007,1.945496,0.839026,83.007812,0.502385,6.408691,1.047816,0.207520,3.289104,0.091553,3.293690,3.051758,3.282811,19.416809,0.837961,140.686035,1.789377,91.918945,1.793198,2.868652,1.793820,1.525879,1.793451,0.149841,1054.023640,1072.257524,42.975758
22159,0.821552,47.607422,0.866185,691.528320,0.500398,9.765625,1.045924,47.912598,1.791861,1.617432,0.834208,76.599121,0.495561,5.187988,1.042435,0.244141,3.290553,0.244141,3.293639,3.570557,3.285283,19.340515,0.836481,142.211914,1.787851,93.139648,1.795749,1.770020,1.796359,0.549316,1.792117,0.283203,1054.352142,1071.080903,57.897829
22167,0.819944,76.293945,0.869719,668.334961,0.497975,7.934570,1.043464,49.743652,1.790549,2.456665,0.832636,87.280273,0.497044,3.356934,1.038975,0.415039,3.288093,0.427246,3.290144,4.333496,3.277876,19.546509,0.826737,140.075684,1.784936,92.834473,1.788891,1.983643,1.792959,0.366211,1.788977,0.108948,1064.367779,1084.235554,60.255698
22174,0.824216,100.708008,0.872828,632.324219,0.504314,8.850098,1.045994,40.893555,1.795395,2.548218,0.837455,93.688965,0.500410,8.544922,1.047202,0.708008,3.288072,0.640869,3.288673,4.394531,3.276860,19.645691,0.830655,138.854980,1.787442,91.552734,1.793295,1.892090,1.791449,0.823975,1.792444,0.104065,1061.941844,1083.370429,51.812685
22182,0.822812,88.500977,0.870506,608.520508,0.499474,4.577637,1.042606,37.841797,1.792789,1.739502,0.836210,71.716309,0.499928,7.934570,1.043952,0.036621,3.288170,-0.335693,3.292183,3.479004,3.282829,19.371033,0.833634,133.972168,1.790836,92.041016,1.795801,1.251221,1.793997,-0.244141,1.792047,0.143738,1006.878629,1019.037285,44.859062
22189,0.822354,82.397461,0.868434,632.324219,0.501442,3.051758,1.041135,38.452148,1.795050,2.189636,0.840427,89.416504,0.498988,4.272461,1.043369,0.415039,3.288585,0.396729,3.292088,4.425049,3.280852,19.432068,0.837440,144.042969,1.787359,93.200684,1.791449,0.823975,1.792001,0.183105,1.790460,0.107117,1045.760528,1063.437088,45.494674
22197,0.821839,87.890625,0.867744,672.607422,0.496043,5.798340,1.043510,45.166016,1.795065,2.151489,0.833530,95.520020,0.497487,7.934570,1.045359,0.268555,3.287126,0.335693,3.294975,4.852295,3.285704,19.508362,0.837461,141.906738,1.789844,92.346191,1.794635,3.143311,1.796286,1.281738,1.792880,0.109253,1088.151049,1113.186170,53.869462
22204,0.813623,70.800781,0.866066,617.675781,0.493159,1.220703,1.038328,26.245117,1.792905,1.449585,0.832840,66.833496,0.500414,8.239746,1.046006,-0.366211,3.292049,-0.061035,3.287800,3.356934,3.285268,19.378662,0.838978,136.718750,1.794696,92.956543,1.797122,2.685547,1.796817,0.854492,1.799063,0.125732,997.377721,1014.575340,30.451999
22212,0.811582,88.500977,0.861933,662.841797,0.495570,4.272461,1.039207,84.838867,1.792956,1.319885,0.837073,180.664062,0.499458,6.103516,1.042948,0.146484,3.285701,-0.061035,3.290813,2.532959,3.282304,19.462585,0.833567,140.686035,1.789825,92.712402,1.793256,2.288818,1.798718,1.373291,1.786798,0.131531,1144.908891,1159.618440,92.648907
22220,0.816480,85.449219,0.866032,624.389648,0.498964,6.713867,1.042042,45.471191,1.786993,2.799988,0.830729,229.187012,0.495518,9.460449,1.041099,-0.268555,3.290523,0.549316,3.289635,4.547119,3.285188,19.577026,0.838441,141.601562,1.787866,92.834473,1.793787,1.861572,1.794940,0.091553,1.789169,0.236206,1154.746314,1175.015807,55.736413
22227,0.825409,57.373047,0.871424,620.117188,0.500468,2.746582,1.048032,32.348633,1.793649,2.029419,0.834580,283.508301,0.498470,7.324219,1.042033,-0.097656,3.287675,-0.274658,3.284901,3.051758,3.278013,19.203186,0.828248,135.498047,1.785431,92.712402,1.792224,2.838135,1.794330,1.312256,1.791839,0.115662,1168.814096,1185.377025,38.917057
22236,0.822864,78.125000,0.870213,667.114258,0.498015,3.967285,1.045954,44.860840,1.796500,1.007080,0.832963,249.938965,0.495549,6.408691,1.043021,-0.146484,3.293431,0.762939,3.290565,5.004883,3.287089,19.706726,0.837513,136.718750,1.789835,92.529297,1.798566,2.899170,1.799237,1.068115,1.794290,0.114746,1201.130032,1227.247754,50.707364
22243,0.815558,74.462891,0.869191,676.269531,0.500404,9.155273,1.044489,44.860840,1.791363,1.640320,0.836030,187.377930,0.493565,9.460449,1.042960,0.097656,3.289088,0.244141,3.286296,3.753662,3.281813,19.470215,0.831656,136.413574,1.786951,91.613770,1.792917,0.793457,1.796408,0.061035,1.789914,0.112915,1151.218816,1165.889707,54.376411
22251,0.827686,90.332031,0.875071,671.997070,0.502370,7.934570,1.048377,46.691895,1.792868,2.761841,0.834675,78.735352,0.496031,7.019043,1.040934,0.390625,3.288096,0.396729,3.285264,4.302979,3.274434,19.607544,0.827753,136.108398,1.790793,92.895508,1.793845,1.281738,1.792990,0.061035,1.791208,0.178833,1075.963327,1093.812905,57.888422
22258,0.826703,91.552734,0.870726,662.231445,0.499467,5.187988,1.048893,43.945312,1.795508,2.265930,0.842322,95.214844,0.502834,10.375977,1.048896,-0.207520,3.288087,0.488281,3.289589,5.004883,3.284624,19.767761,0.836048,136.718750,1.783963,92.773438,1.787933,1.800537,1.792978,0.183105,1.786981,0.113220,1082.449925,1104.066986,52.753656
22266,0.821344,89.111328,0.869831,645.751953,0.496507,8.239746,1.044056,39.367676,1.800800,2.464294,0.833838,64.697266,0.500920,6.408691,1.047330,0.195312,3.289079,0.335693,3.298991,3.753662,3.286693,19.477844,0.840433,137.634277,1.790304,92.895508,1.795209,2.288818,1.796802,1.007080,1.793832,0.111694,1038.450033,1057.855884,49.630846
22273,0.823313,86.059570,0.869725,667.114258,0.500935,4.882812,1.044071,37.841797,1.796292,2.746582,0.840851,95.825195,0.503349,7.629395,1.045008,-0.280762,3.288167,-0.305176,3.285405,2.899170,3.279918,19.325256,0.834092,137.023926,1.790848,91.796875,1.791742,2.777100,1.798221,1.464844,1.794006,0.143127,1077.508016,1093.639452,46.889164
22281,0.819861,92.773438,0.865473,638.427734,0.499409,10.986328,1.046979,39.978027,1.790518,2.532959,0.832709,79.956055,0.494112,3.662109,1.040436,0.427246,3.285695,0.000000,3.286247,4.241943,3.281364,19.371033,0.831632,138.854980,1.790796,92.834473,1.796313,1.007080,1.795416,0.213623,1.793829,0.112000,1042.925907,1059.058555,51.878160
22288,0.813095,78.735352,0.864418,654.296875,0.497057,2.136230,1.037256,35.705566,1.792230,1.914978,0.834577,88.500977,0.499486,3.356934,1.039960,0.378418,3.289137,-0.244141,3.291255,2.990723,3.283339,19.317627,0.838001,136.718750,1.790308,92.834473,1.797659,2.197266,1.793417,0.671387,1.794299,0.113831,1049.939471,1064.133701,41.529737
22295,0.817957,83.007812,0.865354,662.231445,0.495073,5.187988,1.044138,79.956055,1.799176,1.640320,0.836933,97.045898,0.503343,8.239746,1.046806,0.341797,3.285618,0.762939,3.289134,4.669189,3.281251,19.653320,0.835517,140.991211,1.792306,91.918945,1.793158,3.265381,1.794846,1.037598,1.794971,0.144348,1073.981902,1099.563891,89.004832
22303,0.815402,105.590820,0.865168,699.462891,0.494069,7.934570,1.040574,45.776367,1.790530,2.502441,0.834553,90.942383,0.494588,4.882812,1.040998,0.134277,3.285197,0.091553,3.287245,4.028320,3.282316,19.432068,0.830652,139.160156,1.786896,92.712402,1.797775,1.037598,1.791015,0.274658,1.796796,0.108337,1114.941034,1130.841163,56.034607
22311,0.819971,70.800781,0.864634,610.961914,0.498012,4.272461,1.040693,33.874512,1.795254,1.678467,0.836695,72.021484,0.497527,3.967285,1.044514,-0.256348,3.285200,0.061035,3.287285,3.631592,3.276045,19.241333,0.833072,141.296387,1.797672,92.041016,1.797247,1.434326,1.797845,0.335693,1.799228,0.109253,994.680923,1010.000875,40.393970
22318,0.821894,76.904297,0.871327,639.648438,0.501851,10.986328,1.048432,41.198730,1.795431,2.456665,0.838883,97.351074,0.499907,10.070801,1.043433,0.158691,3.283745,-0.030518,3.288325,2.990723,3.280839,19.462585,0.830170,138.549805,1.786410,92.651367,1.795218,2.197266,1.790011,0.549316,1.787967,0.112305,1052.003898,1066.666008,53.118346
22326,0.817920,90.332031,0.866325,663.452148,0.500429,6.713867,1.040128,41.503906,1.793414,2.616882,0.837919,96.130371,0.501381,9.155273,1.043339,0.537109,3.287080,0.793457,3.285701,4.821777,3.279790,19.645691,0.829700,136.718750,1.794229,92.529297,1.793246,2.380371,1.791934,0.854492,1.796985,0.138245,1078.486105,1102.736965,51.222349
22334,0.825241,90.942383,0.875789,626.220703,0.501955,0.610352,1.047437,43.029785,1.790204,3.318787,0.835053,89.721680,0.496999,7.934570,1.039438,0.512695,3.284251,-0.213623,3.285890,2.929688,3.282356,19.332886,0.829224,135.498047,1.788846,92.773438,1.791446,0.854492,1.794452,0.091553,1.792441,0.153198,1044.932727,1055.552829,51.318673
22341,0.819483,70.800781,0.866728,680.541992,0.496986,9.155273,1.040549,48.217773,1.795233,1.731873,0.839927,90.637207,0.498961,7.019043,1.045805,0.439453,3.286149,0.335693,3.289607,4.821777,3.286174,19.554138,0.839451,138.244629,1.789377,91.918945,1.796164,2.502441,1.794348,1.129150,1.793881,0.106812,1072.932155,1096.417930,57.832133
22348,0.820874,85.449219,0.865278,677.490234,0.499940,6.713867,1.038285,30.517578,1.799310,2.525330,0.838074,80.566406,0.500963,2.136230,1.047776,0.366211,3.287141,0.183105,3.286259,4.119873,3.281767,19.584656,0.834534,141.601562,1.788870,92.285156,1.798157,2.105713,1.797803,0.762939,1.795383,0.103149,1073.050067,1092.348948,39.586326
22356,0.819361,95.214844,0.869700,671.997070,0.496040,6.103516,1.045051,37.536621,1.794382,1.419067,0.836744,67.138672,0.499922,8.544922,1.043491,-0.073242,3.287169,-0.091553,3.288832,2.807617,3.286745,19.348145,0.834531,141.906738,1.790323,92.529297,1.792779,2.166748,1.794830,1.190186,1.792413,0.155945,1070.779358,1085.732872,44.801612
22363,0.814151,62.866211,0.864448,648.193359,0.498943,8.850098,1.041862,63.476562,1.792767,1.792908,0.835544,89.416504,0.499422,9.765625,1.044791,0.585938,3.292946,0.732422,3.295579,3.692627,3.285542,19.912720,0.839478,135.498047,1.787897,92.224121,1.795792,1.342773,1.792010,0.091553,1.793933,0.101624,1035.954127,1053.110703,73.763750
22370,0.817545,67.749023,0.868769,662.841797,0.497990,6.408691,1.047398,46.997070,1.794458,1.228333,0.835258,69.274902,0.497075,0.305176,1.041462,0.231934,3.283696,0.457764,3.283748,4.821777,3.279307,19.630432,0.828660,143.127441,1.791788,92.529297,1.797610,2.685547,1.795285,1.525879,1.790924,0.109558,1038.467368,1063.370979,54.620276
22377,0.826685,95.214844,0.875102,665.893555,0.503844,7.019043,1.047044,33.569336,1.794614,2.059937,0.834116,85.754395,0.497032,4.577637,1.046790,0.402832,3.285185,0.213623,3.288737,3.753662,3.280287,19.622803,0.834110,135.192871,1.786429,92.285156,1.788434,1.678467,1.791525,0.061035,1.787994,0.109558,1077.854333,1094.012105,42.381848
22385,0.822443,64.697266,0.870805,646.362305,0.500914,7.019043,1.045008,41.809082,1.788727,3.349304,0.829847,73.242188,0.496510,7.934570,1.044004,-0.170898,3.287626,0.213623,3.287236,4.119873,3.286269,19.317627,0.833555,141.906738,1.784454,92.712402,1.790756,2.868652,1.789465,1.129150,1.788388,0.167847,1028.117410,1049.520349,53.197753
22392,0.813095,78.735352,0.860981,657.958984,0.493132,3.967285,1.036216,42.114258,1.796982,2.243042,0.841108,70.190430,0.501390,8.239746,1.045908,0.024414,3.286601,0.701904,3.287706,4.302979,3.277311,19.737244,0.836033,138.244629,1.788394,92.041016,1.793198,2.868652,1.792407,1.007080,1.791836,0.115967,1038.779766,1062.182730,49.626559
22399,0.817060,67.138672,0.864006,639.038086,0.493544,11.596680,1.042057,43.945312,1.790213,2.075195,0.831824,70.800781,0.496068,3.356934,1.039536,0.122070,3.287633,0.152588,3.290721,3.448486,3.282274,19.538879,0.835532,139.465332,1.787906,92.041016,1.796771,1.312256,1.794464,-0.030518,1.790912,0.110779,1013.093493,1027.246213,55.232029
22406,0.826279,78.735352,0.873454,604.858398,0.503801,11.291504,1.053251,47.607422,1.795700,1.785278,0.835282,66.833496,0.498497,4.577637,1.044404,0.183105,3.288588,0.366211,3.293050,4.577637,3.284755,19.439697,0.835529,139.770508,1.795255,91.552734,1.796741,1.617432,1.795886,0.396729,1.795056,0.184631,997.000156,1016.897442,59.037057
22414,0.816498,81.787109,0.865797,671.386719,0.499977,3.051758,1.042036,46.081543,1.794055,2.235413,0.835721,71.716309,0.498463,7.934570,1.045386,0.158691,3.286687,-0.152588,3.282908,3.448486,3.280366,19.424438,0.829215,136.413574,1.790387,91.247559,1.798550,3.051758,1.796762,1.403809,1.793838,0.111084,1052.522579,1071.353185,53.554869
22421,0.823349,78.735352,0.872718,654.296875,0.500920,6.408691,1.046851,52.795410,1.793964,2.464294,0.835615,82.397461,0.494594,4.272461,1.041938,0.280762,3.285179,0.274658,3.289683,4.058838,3.280250,19.714355,0.836033,138.244629,1.787958,91.003418,1.793677,2.960205,1.794818,1.312256,1.793338,0.112305,1050.258546,1072.178050,62.900041
22428,0.816492,83.007812,0.863111,622.558594,0.496049,5.187988,1.042643,34.179688,1.795239,2.937317,0.832874,63.476562,0.498466,7.629395,1.044477,-0.109863,3.289088,0.244141,3.293138,3.692627,3.279799,19.622803,0.838434,142.211914,1.789316,93.139648,1.793790,1.831055,1.791437,0.946045,1.790851,0.116882,1012.128601,1030.071238,43.483893
22435,0.816535,74.462891,0.865492,634.765625,0.497517,4.882812,1.040345,68.664551,1.791037,2.456665,0.835132,179.443359,0.498424,11.901855,1.044382,0.268555,3.290581,-0.030518,3.295192,2.685547,3.284334,19.271851,0.839939,138.244629,1.784488,92.041016,1.793320,1.647949,1.792959,0.366211,1.789856,0.167542,1110.215743,1122.576616,78.264074
22442,0.820423,78.125000,0.865385,656.127930,0.496492,9.765625,1.045057,36.926270,1.794357,1.480103,0.837247,65.612793,0.498939,9.155273,1.045881,0.134277,3.287544,1.037598,3.287630,5.065918,3.277821,19.683838,0.835996,141.906738,1.785455,92.224121,1.789310,2.685547,1.794305,1.556396,1.786545,0.108032,1039.549873,1067.213808,46.094438
22449,0.813016,94.604492,0.865550,623.168945,0.499416,10.375977,1.041471,53.710938,1.792883,1.502991,0.835816,62.255859,0.501363,10.986328,1.043943,0.073242,3.286644,0.274658,3.289235,3.662109,3.277885,19.523621,0.835535,139.160156,1.788418,91.552734,1.793445,0.396729,1.794022,-0.488281,1.791925,0.107117,1018.113673,1030.897438,63.814994
22456,0.817581,158.081055,0.865507,631.713867,0.496995,8.239746,1.042460,52.490234,1.793686,1.937866,0.832276,74.462891,0.497041,3.662109,1.044923,0.061035,3.294005,-0.091553,3.289775,3.143311,3.288240,19.271851,0.837482,139.770508,1.790832,92.102051,1.798151,2.166748,1.798773,0.823975,1.791922,0.107422,1085.412224,1100.829715,62.289997
22463,0.815656,54.931641,0.866835,659.179688,0.495052,7.324219,1.044062,38.757324,1.802173,1.472473,0.842933,83.007812,0.499968,3.967285,1.051679,0.378418,3.282808,-0.427246,3.285402,2.929688,3.277528,19.195557,0.832621,137.634277,1.786905,92.529297,1.793240,2.441406,1.791946,0.732422,1.790390,0.114136,1031.613069,1045.526191,46.744564
22471,0.816977,83.618164,0.867244,675.048828,0.499504,1.525879,1.039176,39.062500,1.790341,1.754761,0.835270,68.054199,0.496492,9.765625,1.043445,0.109863,3.290068,0.213623,3.294118,3.662109,3.279442,19.294739,0.835059,137.939453,1.793240,92.773438,1.792883,1.129150,1.795450,-0.122070,1.798383,0.144958,1060.641982,1075.213499,44.496616
22478,0.818054,63.476562,0.863090,626.831055,0.500410,8.544922,1.044016,43.334961,1.797638,1.823425,0.837232,67.138672,0.498912,11.901855,1.044431,0.073242,3.289607,-0.061035,3.288292,3.326416,3.276048,19.233704,0.832636,136.108398,1.790396,91.064453,1.796701,2.014160,1.793918,0.549316,1.795071,0.183105,994.873438,1010.215155,52.796227
22486,0.821988,57.983398,0.868013,618.896484,0.501408,6.408691,1.047196,67.138672,1.794104,6.996155,0.834092,88.195801,0.500929,5.493164,1.044974,-0.146484,3.289552,0.488281,3.292070,4.608154,3.286131,19.660950,0.835569,135.803223,1.795233,91.979980,1.798120,2.471924,1.800693,1.159668,1.798273,0.107117,1004.433127,1027.742741,86.072560
22493,0.819818,101.318359,0.872694,659.179688,0.500429,6.713867,1.049454,36.621094,1.798108,1.869202,0.837803,58.898926,0.500877,10.681152,1.044440,0.036621,3.287114,0.457764,3.289113,4.882812,3.281218,19.737244,0.832154,135.498047,1.795255,91.552734,1.794803,1.464844,1.796393,0.213623,1.796323,0.106812,1055.128454,1075.706152,45.153010
22502,0.823297,89.111328,0.869810,650.024414,0.499925,8.239746,1.041962,53.405762,1.795361,2.632141,0.832651,85.754395,0.497517,4.882812,1.043848,0.451660,3.284746,-0.274658,3.287822,3.143311,3.279924,19.309998,0.831183,134.887695,1.789810,93.017578,1.790942,1.007080,1.790539,0.152588,1.793371,0.108948,1055.198083,1066.707382,64.491692
22509,0.815488,88.500977,0.864997,635.986328,0.499019,1.220703,1.044654,28.381348,1.798038,2.044678,0.840598,72.326660,0.502864,7.324219,1.049787,0.134277,3.286714,-0.427246,3.288234,3.906250,3.276982,19.340515,0.833616,135.803223,1.792340,91.247559,1.797168,2.227783,1.799258,0.854492,1.794299,0.113831,1027.256798,1044.238379,33.934250
22516,0.821534,148.925781,0.870820,643.310547,0.498982,4.882812,1.042112,38.452148,1.792706,3.166199,0.833118,87.890625,0.498491,5.187988,1.040467,0.305176,3.281297,0.030518,3.283909,3.204346,3.278459,19.309998,0.832132,137.634277,1.788843,92.834473,1.796597,3.051758,1.794784,1.647949,1.791827,0.165710,1102.882503,1121.945914,48.183940
22524,0.823160,116.577148,0.866697,686.645508,0.499953,5.493164,1.041627,38.146973,1.803623,2.731323,0.842127,65.917969,0.501366,10.681152,1.049314,0.073242,3.285606,0.885010,3.286149,5.218506,3.282155,19.836426,0.835493,143.432617,1.790304,92.895508,1.795663,2.624512,1.794855,0.946045,1.790936,0.108337,1103.467119,1129.934455,47.407500
22532,0.819730,119.018555,0.865754,679.931641,0.498497,4.577637,1.042567,41.809082,1.795108,2.044678,0.838227,65.307617,0.500890,9.460449,1.047324,0.219727,3.288136,0.000000,3.288252,3.723145,3.280479,19.142151,0.828684,140.686035,1.788373,92.468262,1.793729,2.441406,1.792874,1.220703,1.788467,0.111084,1090.874202,1109.684627,49.541107
22539,0.814948,98.876953,0.865202,595.092773,0.494554,8.239746,1.041654,35.400391,1.792160,3.311157,0.833610,87.585449,0.496043,5.798340,1.036957,0.671387,3.289088,0.244141,3.293620,3.753662,3.285759,19.371033,0.837861,101.928711,1.790289,83.435059,1.796146,2.685547,1.795840,0.854492,1.791382,0.112610,970.664626,990.188928,46.884085
22547,0.813880,117.187500,0.865708,591.430664,0.492631,5.187988,1.042408,106.506348,1.785217,15.785217,0.837140,76.293945,0.497957,9.765625,1.043424,0.195312,3.289119,-0.061035,3.289232,3.692627,3.279326,19.584656,0.835917,101.013184,1.791305,82.641602,1.795624,3.021240,1.796768,1.342773,1.791824,0.117188,973.227845,993.010662,141.758864
22554,0.918605,363.769531,0.863752,689.697266,0.500417,7.934570,1.043980,46.997070,1.793420,1.380920,0.834260,71.411133,0.494072,7.629395,1.041581,-0.244141,3.291035,0.305176,3.291579,4.638672,3.278819,19.630432,0.830558,99.792480,1.792770,82.641602,1.794687,2.624512,1.793420,0.640869,1.796344,0.153503,1288.660007,1310.792429,55.511142
22562,0.921318,309.448242,0.870802,646.972656,0.500887,9.765625,1.045432,48.217773,1.798294,1.403809,0.839765,57.983398,0.499950,5.798340,1.045954,-0.158691,3.288075,0.610352,3.289619,4.699707,3.284663,19.668579,0.830594,96.130371,1.786420,82.702637,1.791354,1.770020,1.792007,0.122070,1.788504,0.107422,1192.294443,1213.151054,57.824345
22569,0.914794,442.504883,0.866465,635.375977,0.499937,7.019043,1.040070,47.302246,1.795181,3.082275,0.836316,61.035156,0.498976,5.493164,1.042966,0.073242,3.288127,0.091553,3.285332,3.631592,3.279829,19.546509,0.833906,106.811523,1.791424,70.495605,1.794305,1.556396,1.795914,0.122070,1.791373,0.113525,1288.864801,1304.108699,58.239982
22577,0.872258,160.522461,0.872847,628.662109,0.502885,5.187988,1.048917,41.503906,1.799765,1.388550,0.834812,65.002441,0.501335,13.732910,1.042515,-0.073242,3.291569,-0.152588,3.292137,3.936768,3.287178,19.485474,0.838480,137.634277,1.787335,93.688965,1.798700,1.556396,1.795413,0.244141,1.795731,0.117188,1096.935629,1112.631578,48.642196
22584,0.870805,158.081055,0.867564,708.618164,0.496086,1.525879,1.038480,108.642578,1.790210,13.069153,0.832758,75.073242,0.497969,8.544922,1.042042,-0.134277,3.287074,0.854492,3.292461,5.584717,3.284636,19.737244,0.837955,141.296387,1.790811,92.529297,1.798236,1.312256,1.794458,0.030518,1.791519,0.147705,1168.259191,1191.869938,136.976662
22592,0.815564,73.242188,0.866767,672.607422,0.500450,4.577637,1.041151,36.926270,1.793176,3.211975,0.836582,83.312988,0.499519,0.000000,1.042383,0.451660,3.289586,0.152588,3.288786,3.265381,3.284392,19.126892,0.836020,139.465332,1.785947,92.163086,1.795160,2.777100,1.793375,1.098633,1.793393,0.106812,1057.102834,1075.299522,46.496322
